FolderPath,PrefabName,InitPos,InitRot,GameObjectName,IntTL,SyncedTL
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-2362.240053/5.701037/-1300.688302,0.0/229.194424/0.0,C119AS300653,IC000067,SSN000364
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-2364.878765/5.775317/-1296.555648,0.0/217.680953/0.0,C119AS300652,IC000067,SSN000364
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-2371.555491/3.076711/-1316.211830,0.0/229.194424/0.0,C119AS300651,IC000067,SSN000364
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-2379.042804/3.022989/-1282.383749,0.0/229.194424/0.0,C119AS300650,IC000067,SSN000364
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-2524.277365/3.291528/-1474.628246,0.0/215.861691/0.0,C119AS300649,IC000274,SSN000517
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-2541.738476/3.140249/-1442.186220,0.0/215.861691/0.0,C119AS300648,IC000274,SSN000517
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-2519.496065/6.013213/-1458.657075,0.0/215.861691/0.0,C119AS300647,IC000274,SSN000517
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-2521.649025/6.037850/-1456.928234,0.0/215.861691/0.0,C119AS300646,IC000274,SSN000517
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-2525.400190/6.046272/-1453.861577,0.0/214.830840/0.0,C119AS300645,IC000274,SSN000517
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-2547.358951/6.062962/-1459.403562,0.0/45.853250/0.0,C119AS300644,IC000274,SSN000595
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-2545.214586/6.080192/-1461.104014,0.0/45.853250/0.0,C119AS300643,IC000274,SSN000595
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-2541.295797/6.064265/-1464.070940,0.0/51.002636/0.0,C119AS300642,IC000274,SSN000595
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-2699.738335/6.632032/-1661.126312,0.0/123.255630/0.0,C119AS300641,IC000091,SSN000754
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-2676.548123/6.505403/-1654.791659,0.0/37.060483/0.0,C119AS300640,IC000091,SSN000917
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-2681.889786/6.506980/-1650.601259,0.0/33.859871/0.0,C119AS300639,IC000091,SSN000917
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-2679.310218/6.498223/-1652.657159,0.0/33.859871/0.0,C119AS300638,IC000091,SSN000917
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-2665.567393/6.775580/-1663.136594,0.0/203.557194/0.0,C119AS300637,IC000091,SSN000835
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-2662.200130/6.681955/-1665.459969,0.0/262.327754/0.0,C119AS300636,IC000091,SSN000835
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-2710.114940/6.427533/-1691.173452,0.0/33.859871/0.0,C119AS300635,IC000091,SSN000917
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-2670.704082/6.652586/-1706.703068,0.0/305.685823/0.0,C119AS300634,IC000091,SSN000674
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-2692.452817/6.952588/-1722.696714,0.0/262.327754/0.0,C119AS300633,IC000091,SSN000835
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-2702.370457/6.921779/-1717.189818,0.0/203.557194/0.0,C119AS300632,IC000091,SSN000835
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-2695.992511/6.969011/-1720.734653,0.0/262.327754/0.0,C119AS300631,IC000091,SSN000835
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-2685.598479/4.533662/-1725.501664,0.0/305.685823/0.0,C119AS300630,IC000091,SSN000674
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-2760.296011/4.939258/-1790.969412,0.0/199.727444/0.0,C119AS300629,IC000024,SSN000082
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-2725.182777/4.836386/-1801.196237,0.0/199.727444/0.0,C119AS300628,IC000024,SSN000082
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-2730.301741/7.239738/-1798.587914,0.0/199.727444/0.0,C119AS300627,IC000024,SSN000082
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-2735.871331/7.644711/-1807.649750,0.0/199.727444/0.0,C119AS300626,IC000024,SSN000082
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-2742.715166/7.644711/-1804.323624,0.0/210.230981/0.0,C119AS300625,IC000024,SSN000082
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-2738.365063/7.661068/-1806.479620,0.0/199.727444/0.0,C119AS300624,IC000024,SSN000082
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-2755.131430/7.289582/-1793.354371,0.0/27.717833/0.0,C119AS300623,IC000024,SSN000166
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-2746.126884/7.356600/-1784.497501,0.0/27.717833/0.0,C119AS300622,IC000024,SSN000166
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-2748.612769/7.378672/-1783.331289,0.0/27.717833/0.0,C119AS300621,IC000024,SSN000166
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-2850.765927/11.027849/-2106.189431,0.0/208.710875/0.0,C119AS300620,IC000050,SSN000424
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-2860.568338/11.111521/-2100.026191,0.0/22.167221/0.0,C119AS300619,IC000050,SSN000251
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-2858.026350/11.065506/-2101.718226,0.0/209.621465/0.0,C119AS300618,IC000050,SSN000424
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-2867.788854/10.804450/-2096.398317,0.0/29.912860/0.0,C119AS300617,IC000050,SSN000251
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-2871.203370/10.762748/-2094.333268,0.0/29.912860/0.0,C119AS300616,IC000050,SSN000251
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-2852.356598/8.735953/-2120.887041,0.0/29.912860/0.0,C119AS300615,IC000050,SSN000251
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-2874.664416/8.430704/-2092.772226,0.0/29.912860/0.0,C119AS300614,IC000050,SSN000251
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-2878.441521/10.909662/-2147.313095,0.0/208.710875/0.0,C119AS300613,IC000050,SSN000424
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-2875.524781/10.909662/-2149.401543,0.0/208.710875/0.0,C119AS300612,IC000050,SSN000424
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-2890.906086/10.900878/-2140.322104,0.0/22.167221/0.0,C119AS300611,IC000050,SSN000251
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-2893.656580/10.900878/-2138.484456,0.0/29.912860/0.0,C119AS300610,IC000050,SSN000251
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-2929.406658/8.947920/-2253.668041,0.0/31.729313/0.0,C119AS300609,IC000077,SSN000512
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-2956.544788/9.195522/-2237.529532,0.0/31.729313/0.0,C119AS300608,IC000077,SSN000512
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-2983.171871/9.077418/-2283.946202,0.0/30.096893/0.0,C119AS300607,IC000104,SSN000691
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-2937.584865/11.267988/-2248.281104,0.0/209.842381/0.0,C119AS300606,IC000077,SSN000601
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-2934.202466/11.262301/-2250.287389,0.0/209.801683/0.0,C119AS300605,IC000077,SSN000601
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-2959.336502/11.689623/-2252.030314,0.0/31.729313/0.0,C119AS300604,IC000077,SSN000512
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-2956.690147/11.689623/-2253.363216,0.0/31.729313/0.0,C119AS300603,IC000077,SSN000512
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-2952.430735/11.704461/-2255.843634,0.0/29.810408/0.0,C119AS300602,IC000077,SSN000512
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-2953.376305/11.782389/-2285.572898,0.0/210.360311/0.0,C119AS300601,IC000104,SSN000782
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-2955.949801/11.786772/-2284.044093,0.0/210.360311/0.0,C119AS300600,IC000104,SSN000782
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-2960.227054/11.775948/-2281.510842,0.0/209.839808/0.0,C119AS300599,IC000104,SSN000782
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-2956.153889/9.182276/-2299.815758,0.0/30.096893/0.0,C119AS300598,IC000104,SSN000691
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-2975.010700/11.294648/-2289.330934,0.0/29.933805/0.0,C119AS300597,IC000104,SSN000691
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-2978.344939/11.294648/-2287.338583,0.0/30.096893/0.0,C119AS300596,IC000104,SSN000691
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-3210.425024/8.399564/-2726.206158,0.0/212.347422/0.0,C119AS300595,IC000131,SSN001156
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-3207.162126/8.318585/-2728.269112,0.0/212.347422/0.0,C119AS300594,IC000131,SSN001156
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-3175.613899/6.019250/-2690.834130,0.0/122.385659/0.0,C119AS300593,IC000131,SSN000874
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-3192.955179/8.463997/-2667.025134,0.0/29.417949/0.0,C119AS300592,IC000131,SSN001061
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-3196.289109/8.407058/-2665.046622,0.0/29.417949/0.0,C119AS300591,IC000131,SSN001061
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-3182.487673/8.288868/-2687.161452,0.0/212.347422/0.0,C119AS300590,IC000131,SSN001156
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-3602.423107/6.132084/-2937.480335,0.0/269.668317/0.0,C119AS300589,IC000027,SSN001252
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-3605.592442/6.089380/-2902.821466,0.0/269.668317/0.0,C119AS300588,IC000027,SSN001252
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-3602.087241/8.238436/-2933.618885,0.0/269.668317/0.0,C119AS300587,IC000027,SSN001252
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-3618.855862/8.108756/-2911.364074,0.0/85.360012/0.0,C119AS300586,IC000027,SSN001349
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-3618.387283/8.106780/-2914.557949,0.0/85.360012/0.0,C119AS300585,IC000027,SSN001349
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-3617.496038/8.249191/-2922.992213,0.0/270.981977/0.0,C119AS300584,IC000027,SSN001252
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-3617.867310/8.193417/-2919.834804,0.0/66.995157/0.0,C119AS300583,IC000027,SSN001349
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-3627.833104/7.930743/-2939.845553,0.0/358.624124/0.0,C119AS300582,IC000027,SSN001447
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-3641.773773/7.892793/-2937.583425,0.0/269.668317/0.0,C119AS300581,IC000027,SSN001252
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-3642.364589/7.935610/-2934.453366,0.0/269.668317/0.0,C119AS300580,IC000027,SSN001252
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-3643.498328/8.067806/-2925.950160,0.0/66.995157/0.0,C119AS300579,IC000027,SSN001349
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-3643.293307/7.978171/-2929.139223,0.0/270.981977/0.0,C119AS300578,IC000027,SSN001252
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-3658.667749/5.842211/-2908.635247,0.0/358.624124/0.0,C119AS300577,IC000027,SSN001447
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-3655.072074/5.931354/-2943.314384,0.0/358.624124/0.0,C119AS300576,IC000027,SSN001447
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4167.662794/7.427777/-2886.870300,0.0/193.375805/0.0,C119AS300575,IC000055,SSN000198
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4141.273633/7.535383/-2900.008386,0.0/94.372452/0.0,C119AS300574,IC000055,SSN000299
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4141.119811/7.462573/-2896.170813,0.0/94.372452/0.0,C119AS300573,IC000055,SSN000299
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-4139.027889/7.771703/-2906.813116,0.0/83.454476/0.0,C119AS300572,IC000055,SSN000299
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-4139.185584/7.791278/-2910.006023,0.0/258.085239/0.0,C119AS300571,IC000055,SSN000400
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4153.244289/7.226883/-2918.603922,0.0/265.884347/0.0,C119AS300570,IC000055,SSN000400
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-4201.001169/5.235676/-2888.290983,0.0/354.856681/0.0,C119AS300569,IC000055,SSN000098
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4200.716500/7.098332/-2895.894061,0.0/94.372452/0.0,C119AS300568,IC000055,SSN000299
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4184.813023/7.382102/-2925.707759,0.0/355.242851/0.0,C119AS300567,IC000055,SSN000098
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-4212.466136/5.625617/-2923.283275,0.0/354.856681/0.0,C119AS300566,IC000055,SSN000098
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-4215.247009/7.682777/-2907.190670,0.0/258.085239/0.0,C119AS300565,IC000055,SSN000400
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-4215.216125/7.682777/-2904.017954,0.0/83.454476/0.0,C119AS300564,IC000055,SSN000299
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4213.501235/7.507351/-2913.758377,0.0/265.884347/0.0,C119AS300563,IC000055,SSN000400
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4213.355918/7.507351/-2917.598371,0.0/265.884347/0.0,C119AS300562,IC000055,SSN000400
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-4568.587947/5.507525/-2962.118406,0.0/81.826427/0.0,C119AS300561,IC000084,SSN000502
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-4574.843219/5.447027/-2927.613087,0.0/81.826427/0.0,C119AS300560,IC000084,SSN000502
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-4584.904306/8.036087/-2947.278864,0.0/89.280552/0.0,C119AS300559,IC000084,SSN000502
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-4586.660902/8.036087/-2937.751133,0.0/80.086035/0.0,C119AS300558,IC000084,SSN000502
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-4586.140737/8.036087/-2940.456379,0.0/80.086035/0.0,C119AS300557,IC000084,SSN000502
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-4569.099607/7.510002/-2958.358432,0.0/253.053722/0.0,C119AS300556,IC000084,SSN000605
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-4599.280081/8.229137/-2954.499141,0.0/253.014530/0.0,C119AS300555,IC000084,SSN000605
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-4597.344702/8.229137/-2961.196536,0.0/253.053722/0.0,C119AS300554,IC000084,SSN000605
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-4617.779645/7.674812/-2943.032380,0.0/80.086035/0.0,C119AS300553,IC000084,SSN000502
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-4611.284488/5.773044/-2971.521709,0.0/253.053722/0.0,C119AS300552,IC000084,SSN000605
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-4619.067204/5.589314/-2937.368773,0.0/253.053722/0.0,C119AS300551,IC000084,SSN000605
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-4797.525327/8.447820/-3009.868377,0.0/76.654722/0.0,C119AS300550,IC000114,SSN000920
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-4796.978774/8.477658/-3012.012805,0.0/211.057099/0.0,C119AS300549,IC000114,SSN001027
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4813.179453/8.362420/-3023.157780,0.0/286.011069/0.0,C119AS300548,IC000114,SSN001027
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4802.513475/8.158534/-3002.446732,0.0/72.806478/0.0,C119AS300547,IC000114,SSN000920
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4803.466221/8.158534/-2998.599176,0.0/72.806478/0.0,C119AS300546,IC000114,SSN000920
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-4805.602020/6.286007/-2993.364880,0.0/162.103222/0.0,C119AS300545,IC000114,SSN000709
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-4810.242815/6.393948/-3030.115228,0.0/162.103222/0.0,C119AS300544,IC000114,SSN000709
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-4856.109460/6.303091/-3007.720974,0.0/340.320372/0.0,C119AS300543,IC000114,SSN000814
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4853.021506/8.265396/-3014.772761,0.0/72.806478/0.0,C119AS300542,IC000114,SSN000920
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-33.590149/3.487893/-21.572367,0.0/281.507021/0.0,C119AS300541,IC000119,SSN001127
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-283.275888/6.173697/-45.662839,0.0/352.934027/0.0,C119AS300540,IC000135,SSN001484
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-279.404676/6.108447/-44.573075,0.0/352.934027/0.0,C119AS300539,IC000135,SSN001484
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-285.033977/6.161931/-52.117124,0.0/63.069014/0.0,C119AS300538,IC000135,SSN001595
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-287.173936/3.992737/-46.939174,0.0/354.612823/0.0,C119AS300537,IC000135,SSN001484
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-286.687633/4.063301/-46.196870,0.0/63.069014/0.0,C119AS300536,IC000135,SSN001595
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-262.911031/4.161906/-34.542231,0.0/63.069014/0.0,C119AS300535,IC000135,SSN001595
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-259.916444/6.009628/-41.991814,0.0/63.069014/0.0,C119AS300534,IC000135,SSN001595
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-261.163691/6.062303/-38.610671,0.0/63.069014/0.0,C119AS300533,IC000135,SSN001595
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-252.432020/4.133044/-29.818108,0.0/167.781019/0.0,C119AS300532,IC000135,SSN001430
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-255.784603/5.790351/-62.760114,0.0/241.613771/0.0,C119AS300531,IC000135,SSN001539
